Player,Pos,Team,Start,End,Yrs,Value,AAV,2-Year_Cash,3-Year_Cash
Mickael Gelabale,SF,MIN,2012,2012,10,50258,5026,,
Damion James,SG,BKN,2012,2012,10,50258,5026,,
Lazar Hayward,PF,MIN,2012,2012,10,50258,5026,50258,50258
Justin Dentmon,PG,DAL,2012,2012,10,44835,4484,44835,44835
Malcolm Thomas,PF,CHI,2012,2012,10,44835,4484,44835,44835
Jerel McNeal,PG,UTA,2012,2012,10,44835,4484,44835,44835
Malcolm Thomas,PF,CHI,2012,2012,10,44835,4484,44835,44835
Terrel Harris,SG,NOH,2012,2012,10,44835,4484,,
Shelvin Mack,PG,ATL,2012,2012,10,44835,4484,44835,44835
Travis Leslie,SG,UTA,2012,2012,10,44835,4484,,
Malcolm Thomas,PF,GSW,2012,2012,10,44835,4484,44835,44835
Terrel Harris,SG,NOH,2012,2012,10,44835,4484,,
Shelvin Mack,PG,ATL,2012,2012,10,44835,4484,44835,44835
Jermey Pargo,PG,PHI,2012,2012,10,44835,4484,,
Shelvin Mack,PG,PHI,2012,2012,10,44835,4484,44835,44835
Shelvin Mack,PG,PHI,2012,2012,10,44835,4484,44835,44835
Josh Harrellson,PF,MIA,2012,2012,10,44835,4484,44835,44835
Donald Sloan,PG,NOH,2012,2012,10,44835,4484,44835,44835
Scott Machado,PG,GSW,2012,2012,10,27859,2786,,
Josh Akognon,PG,DAL,2012,2012,10,27859,2786,27859,27859
Kris Joseph,SF,BKN,2012,2012,10,27859,2786,27859,27859
Chris Wright,PG,DAL,2012,2012,10,27859,2786,,
Maalik Wayns,PG,LAC,2012,2012,10,27859,2786,,
Chris Wright,PG,NOH,2012,2012,10,27859,2786,,
Maalik Wayns,PG,LAC,2012,2012,10,27859,2786,,
Henry Sims,C,NYK,2012,2012,10,27859,2786,27859,27859
Christapher Johnson,SF,MEM,2012,2012,10,27859,2786,27859,27859
Christapher Johnson,SF,MEM,2012,2012,10,27859,2786,27859,27859
Jarvis Varnado,PF,MIA,2012,2012,10,27859,2786,27859,27859
Jarvis Varnado,PF,MIA,2012,2012,10,27859,2786,27859,27859
Maalik Wayns,PG,PHI,2012,2012,10,27859,2786,,
Andrew Goudelock,PG,LAL,2012,2012,1,17934,17934,17934,17934
Tracy McGrady,SG,SAS,2012,2012,1,15908,15908,15908,15908
Quentin Richardson,PF,NYK,2012,2012,1,15908,15908,,
Earl Barron,PF,NYK,2012,2012,1,6743,6743,6743,6743
Dominic McGuire,SF,TOR,2012,2012,,,,2099621,2099621
Chris Paul,PG,LAC,2013,2017,5,107343477,21468695,38736994,60205690
Blake Griffin,C,LAC,2013,2017,5,94538626,18907725,34116113,53023838
Dwight Howard,C,HOU,2013,2016,4,87591270,21897818,41949449,64308813
James Harden,SG,HOU,2013,2017,5,78782188,15756438,28430094,44186532
Nikola Pekovic,C,MIN,2013,2017,5,60000000,12000000,24200000,36300000
Josh Smith,SF,DET,2013,2016,4,54000000,13500000,27000000,40500000
Serge Ibaka,C,OKC,2013,2016,4,49400000,12350000,24700000,36950000
Andre Iguodala,SF,DEN,2013,2016,4,48000000,12000000,25158176,36868632
Ty Lawson,PG,DEN,2013,2016,4,48000000,12000000,22382023,34786518
Tyreke Evans,SG,SAC,2013,2016,4,44000004,11000001,23061663,33796249
Stephen Curry,PG,GSW,2013,2016,4,44000000,11000000,20516855,31887641
Jrue Holiday,PG,PHI,2013,2016,4,41000004,10250001,19617979,30213486
Al Jefferson,C,CHA,2013,2015,3,40500000,13500000,27000000,40500000
DeMar DeRozan,SF,TOR,2013,2016,4,38000000,9500000,19600000,29750000
David West,PF,IND,2013,2015,3,36600000,12200000,24000000,36600000
Tiago Splitter,PF,SAS,2013,2016,4,36000000,9000000,19250000,27750000
Taj Gibson,C,CHI,2013,2016,4,33000000,8250000,15550000,24050000
Jeff Teague,PG,ATL,2013,2016,4,32000000,8000000,16000000,24000000
Jose Calderon,PG,DAL,2013,2016,4,29000000,7250000,13888761,21291573
Kevin Martin,SG,MIN,2013,2016,4,27755000,6938750,13292500,20377500
J.J. Redick,SG,MIL,2013,2016,4,27755000,6938750,13292500,20377500
Carl Landry,PF,SAC,2013,2016,4,26000000,6500000,13000000,19500000
Jarrett Jack,PG,CLE,2013,2016,4,25200000,6300000,12600000,18900000
Monta Ellis,SG,DAL,2013,2015,3,25080000,8360000,16360000,25080000
Andrew Bynum,C,CLE,2013,2013,2,24790000,12395000,18540000,18540000
Brandon Jennings,PG,MIL,2013,2015,3,24000000,8000000,15655503,18453364
O.J. Mayo,SG,MIL,2013,2015,3,24000000,8000000,16000000,24000000
Kyle Korver,SG,ATL,2013,2016,4,24000000,6000000,13014084,18760563
Martell Webster,SF,WAS,2013,2016,4,21990500,5497625,10531750,16145250
Victor Oladipo,SG,ORL,2013,2016,4,21487440,5371860,9741960,14934480
Tony Allen,SG,MEM,2013,2016,4,20000001,5000000,9325844,14494383
Otto Porter Jr.,SF,WAS,2013,2016,4,19305421,4826355,8748480,13411440
Paul Millsap,PF,ATL,2013,2014,2,19000000,9500000,19000000,19000000
Tyrus Thomas,PF,CHA,2013,2014,2,18082645,9041323,,
Gerald Henderson,SG,CHA,2013,2015,3,18000000,6000000,12000000,18000000
J.R. Smith,SG,NYK,2013,2014,3,17947125,5982375,11547375,17947125
Cody Zeller,C,CHA,2013,2016,4,17410113,4352528,7887600,12091800
Anthony Bennett,PF,CLE,2013,2015,3,16691760,5563920,10888200,16691760
J.J Hickson,PF,DEN,2013,2015,3,16145250,5381750,10531750,16145250
Alex Len,C,PHX,2013,2016,4,15773381,3943345,7142640,10949760
Keith Bogans,SF,BOS,2013,2015,3,15629874,5209958,10344036,15629874
Zaza Pachulia,C,MIL,2013,2015,3,15600000,5200000,10400000,15600000
Chase Budinger,SF,MIN,2013,2015,3,15000000,5000000,10000000,15000000
Manu Ginobili,SG,SAS,2013,2014,2,14500000,7250000,14500000,14500000
Nerlens Noel,C,PHI,2013,2016,4,14329730,3582433,6487440,9945240
Corey Brewer,SG,MIN,2013,2015,3,14107500,4702500,9202500,14107500
Timofey Mozgov,C,DEN,2013,2015,3,14000000,4666667,9050000,14000000
Drew Gooden,PF,MIL,2013,2014,2,13374800,6687400,13374800,13374800
Ben McLemore,SF,SAC,2013,2016,4,13087722,3271931,5922240,9078840
Mike Miller,SG,MIA,2013,2014,2,12800000,6400000,12800000,12800000
Kentavious Caldwell-Pope,SG,DET,2013,2016,4,11995639,2998910,5425560,8317320
Trey Burke,PG,UTA,2013,2016,4,11032158,2758040,4987320,7645560
Marreese Speights,PF,GSW,2013,2015,3,10972500,3657500,7157500,10972500
C.J. McCollum,SG,POR,2013,2016,4,10482459,2620615,4737720,7262880
Matt Barnes,SF,LAC,2013,2015,3,10188750,3396250,6646250,10188750
Michael Carter-Williams,PG,PHI,2013,2016,4,10083526,2520882,4500960,6900000
Brandan Wright,PF,DAL,2013,2014,2,10000000,5000000,10000000,10000000
Steven Adams,C,OKC,2013,2016,4,9695397,2423849,4275840,6554880
Kelly Olynyk,PF,BOS,2013,2016,4,9321294,2330324,4062120,6227280
Randy Foye,SG,UTA,2013,2015,3,9135000,3045000,6000000,7014265
Earl Clark,SF,CLE,2013,2014,2,9000000,4500000,8500000,8500000
Shabazz Muhammad,SG,MIN,2013,2016,4,8962299,2240575,3859080,5916000
Giannis Antetokounmpo,PF,MIL,2013,2016,4,8615141,2153785,3665760,5619720
Samuel Dalembert,C,DAL,2013,2014,2,7568030,3784015,6265086,6265086
Dennis Schr̦der,PG,ATL,2013,2016,4,7510862,1877716,3038880,4802280
Metta World Peace,SF,LAL,2013,2013,1,7325891,7325891,7325891,7325891
Tony Snell,SG,CHI,2013,2016,4,6785647,1696412,2881440,4417320
Gorgui Dieng,C,MIN,2013,2016,4,6589343,1647336,2766120,4240560
Andrei Kirilenko,SF,BKN,2013,2014,2,6509235,3254618,6509235,6509235
Tyler Hansbrough,PF,TOR,2013,2014,2,6509235,3254618,6509235,6509235
Mike Dunleavy,SF,CHI,2013,2014,2,6509235,3254618,6509235,6509235
Gary Neal,PG,MIL,2013,2014,2,6500000,3250000,6500000,6500000
Carlos Delfino,SG,MIL,2013,2015,2,6500000,3250000,6500000,9750000
Mason Plumlee,C,BKN,2013,2016,4,6399770,1599943,2655720,4071240
Vitor Faverani,C,BOS,2013,2015,3,6180000,2060000,4090000,6270000
Chris Copeland,SF,IND,2013,2014,2,6135000,3067500,6135000,6135000
Dorell Wright,SF,POR,2013,2014,2,6135000,3067500,6135000,10210500
Tim Hardaway Jr.,SG,NYK,2013,2016,4,6033525,1508381,2447400,3751920
Reggie Bullock,SF,LAC,2013,2016,4,5857804,1464451,2349720,3602160
Will Bynum,PG,DET,2013,2014,2,5706251,2853126,5706251,5706251
Marco Belinelli,SG,SAS,2013,2014,2,5623750,2811875,5623750,5623750
Rudy Gobert,C,UTA,2013,2016,4,5503368,1375842,2206200,3382080
Archie Goodwin,SG,PHX,2013,2016,4,5430929,1357732,2176680,3336840
Mo Williams,PG,POR,2013,2013,2,5423340,2711670,2652000,2652000
Wayne Ellington,SG,DAL,2013,2014,2,5423340,2711670,5423340,5423340
Josh McRoberts,PF,CHA,2013,2013,2,5423340,2711670,5423340,5423340
Andre Roberson,SG,OKC,2013,2016,4,5295312,1323828,1901440,3112240
Jason Maxiell,PF,ORL,2013,2013,2,5000000,2500000,5000000,5000000
DeMarre Carroll,SF,ATL,2013,2014,2,5000000,2500000,5000000,5000000
Pablo Prigioni,PG,NYK,2013,2015,3,4988883,1662961,3254311,3544311
Sergey Karasev,SG,CLE,2013,2015,3,4601520,1533840,3001680,4601520
Linas Kleiza,SF,TOR,2013,2013,1,4600000,4600000,4600000,4600000
Miroslav Raduljica,C,MIL,2013,2015,3,4567500,1522500,3000000,4567500
Quentin Richardson,PF,NYK,2013,2015,3,4347184,1449061,,
Nate Robinson,PG,CHI,2013,2014,2,4122720,2061360,4122720,4122720
Eric Maynor,PG,WAS,2013,2014,2,4122720,2061360,4122720,4122720
C.J. Watson,PG,IND,2013,2014,2,4093000,2046500,4093000,4093000
Elton Brand,PF,ATL,2013,2013,1,4000000,4000000,4000000,4000000
Solomon Hill,SF,IND,2013,2015,3,3908400,1302800,2549520,3908400
Darren Collison,PG,DAL,2013,2013,2,3885500,1942750,3885500,3885500
Al-Farouq Aminu,PF,NOP,2013,2013,1,3749602,3749602,3749602,3749602
Jeff Ayres,PF,SAS,2013,2014,2,3578750,1789375,3578750,3578750
Luigi Datome,SF,DET,2013,2014,2,3500000,1750000,3500000,3500000
Ricky Ledo,SG,DAL,2013,2016,4,3323454,830864,1360482,2307758
Carrick Felix,SG,CLE,2013,2016,4,3289454,822364,1326482,2273758
Hollis Thompson,SG,PHI,2013,2016,4,3269634,817409,1306662,2253938
Metta World Peace,SF,NYK,2013,2014,2,3251550,1625775,,
John Lucas III,PG,UTA,2013,2014,1,3200000,3200000,3200000,3200000
Chris Kaman,C,LAL,2013,2013,1,3183000,3183000,3183000,3183000
Shane Larkin,PG,DAL,2013,2014,2,3143040,1571520,3143040,4818360
Darius Morris,PG,PHI,2013,2015,3,3060877,1020292,1199187,2214608
Ronny Turiaf,C,MIN,2013,2014,2,3000000,1500000,3000000,3000000
Daniel Orton,C,PHI,2013,2015,3,2997785,999262,,
Mike Muscala,C,ATL,2013,2016,4,2940925,735231,977953,1925229
Jon Leuer,PF,MEM,2013,2015,3,2902500,967500,1867500,2902500
Elliot Williams,SG,PHI,2013,2015,3,2879231,959744,1778629,2879231
Chris Andersen,PF,MIA,2013,2013,2,2847997,1423999,2847997,2847997
Solomon Alabi,C,PHI,2013,2015,3,2847877,949292,,
Scotty Hopson,SF,CLE,2013,2014,2,2839278,1419639,2839278,2839278
Andray Blatche,C,BKN,2013,2013,2,2813110,1406555,2813110,2813110
Gani Lawal,SF,PHI,2013,2015,3,2685463,895154,,
Robert Sacre,C,LAL,2013,2015,3,2685463,895154,1704115,2685463
Greg Stiemsma,C,MIN,2013,2013,1,2676000,2676000,2676000,2676000
Allen Crabbe,SG,POR,2013,2015,3,2634276,878092,1687000,2634276
Diante Garrett,PG,UTA,2013,2015,3,2615857,871952,1634509,2615857
Ronnie Price,PG,ORL,2013,2014,2,2582786,1291393,1265977,1265977
Francisco Garcia,SG,HOU,2013,2013,2,2582786,1291393,2582786,2582786
Chauncey Billups,PG,DET,2013,2013,1,2500000,2500000,2500000,2500000
Ronnie Brewer,SF,HOU,2013,2014,2,2496745,1248373,,
Pero Antic,PF,ATL,2013,2014,2,2450000,1225000,2450000,2450000
Nick Young,SG,LAL,2013,2013,2,2334927,1167464,2334927,2334927
Isaiah Canaan,PG,HOU,2013,2014,3,2334273,778091,1386997,2334273
Jamaal Franklin,SG,MEM,2013,2014,3,2298758,766253,1351482,2298758
Ray McCallum,PG,SAC,2013,2015,3,2288374,762791,1341098,2288374
Nate Wolters,PG,MIL,2013,2015,3,2263758,754586,1316482,2263758
Tony Mitchell,PF,DET,2013,2015,3,2263758,754586,1316482,2263758
Brandon Davies,PF,PHI,2013,2015,3,2253938,751313,1306662,2253938
Khalif Wyatt,SG,PHI,2013,2015,3,2253938,751313,,
Mac Koshwal,PF,PHI,2013,2015,3,2253938,751313,,
Jordan Henriquez,C,HOU,2013,2015,3,2253938,751313,,
B.J. Young,PG,HOU,2013,2015,3,2253938,751313,,
Rodney Williams,PF,PHI,2013,2015,3,2253938,751313,,
Phil Pressey,PG,BOS,2013,2014,3,2253938,751313,1306662,2253938
Robert Covington,PF,HOU,2013,2015,3,2253938,751313,1306662,2253938
Gal Mekel,PG,DAL,2013,2015,3,2253938,751313,1306662,2253938
Christapher Johnson,SF,BOS,2013,2015,3,2216780,738927,1235432,2216780
Lorenzo Brown,PG,PHI,2013,2015,3,2190503,730168,,
Anthony Morrow,SG,NOP,2013,2013,2,2173109,1086555,2173109,2173109
Nemanja Nedovic,PG,GSW,2013,2014,2,2160960,1080480,2160960,3312720
Jarvis Varnado,PF,PHI,2013,2015,3,2068287,689429,246696,1228044
Dewayne Dedmon,C,ORL,2013,2015,3,2063758,687919,1116482,2063758
James Johnson,PF,ATL,2013,2014,2,2011291,1005646,2011291,3074675
Austin Daye,PF,TOR,2013,2014,2,2011291,1005646,2011291,2011291
Alan Anderson,SG,BKN,2013,2014,2,2011291,1005646,2011291,2011291
B.J. Mullens,PF,LAC,2013,2013,2,2011291,1005646,2011291,2011291
Reggie Williams,SF,HOU,2013,2014,2,2011291,1005646,1537338,1537338
Omri Casspi,SF,HOU,2013,2014,2,2011291,1005646,947907,947907
Jermaine O'Neal,C,GSW,2013,2013,1,2000000,2000000,2000000,2000000
Chris Babb,SG,BOS,2013,2015,3,1841610,613870,894334,1841610
Julyan Stone,PG,TOR,2013,2013,2,1832456,916228,884293,884293
Lance Thomas,SF,NOP,2013,2014,2,1832456,916228,884293,884293
Josh Harrellson,PF,DET,2013,2014,2,1832456,916228,884293,884293
Jeremy Tyler,PF,NYK,2013,2014,2,1832456,916228,1048163,1048163
Donald Sloan,PG,IND,2013,2014,2,1832456,916228,1832456,1832456
Casper Ware,PG,PHI,2013,2016,3,1772408,590803,825132,1772408
Henry Sims,C,CLE,2013,2014,2,1704115,852058,1704115,1704115
Fab Melo,C,DAL,2013,2014,2,1704115,852058,1704115,1704115
Danny Granger,SF,LAC,2013,2013,2,1674261,837131,1674261,1674261
Malcolm Thomas,PF,SAS,2013,2014,2,1650396,825198,1650396,1650396
Alexis Ajinca,C,NOP,2013,2014,2,1616964,808482,1616964,1616964
Toney Douglas,SG,GSW,2013,2013,1,1600000,1600000,1600000,1600000
Glen Davis,PF,LAC,2013,2013,2,1566579,783290,1566579,1566579
Shavlik Randolph,PF,PHX,2013,2014,2,1534022,767011,1534022,1534022
Dwight Buycks,PG,TOR,2013,2014,2,1516482,758241,700000,700000
Ryan Kelly,PF,LAL,2013,2013,2,1506662,753331,490180,490180
Mike James,PG,CHI,2013,2013,2,1506117,753059,1506117,1506117
Shannon Brown,PG,NYK,2013,2013,2,1505703,752852,1505703,1505703
Jeremy Tyler,PF,NYK,2013,2014,2,1504747,752374,1504747,1504747
Kendall Marshall,PG,LAL,2013,2013,2,1462813,731407,1462813,1462813
Lamar Odom,PF,NYK,2013,2013,2,1456722,728361,1456722,1456722
Mike Miller,SG,MEM,2013,2013,1,1399507,1399507,1399507,1399507
Dan Gadzuric,C,LAL,2013,2013,1,1399507,1399507,,
Dahntay Jones,SF,CHI,2013,2013,1,1399507,1399507,,
Corey Maggette,SF,SAS,2013,2013,1,1399507,1399507,1399507,1399507
DeSagana Diop,C,CLE,2013,2013,1,1399507,1399507,,
Roger Mason,SG,MIA,2013,2013,1,1399507,1399507,,
Rasual Butler,SF,IND,2013,2013,1,1399507,1399507,1399507,1399507
Mike James,PG,CHI,2013,2013,1,1399507,1399507,,
Antawn Jamison,PF,LAC,2013,2013,1,1399507,1399507,1399507,1399507
Al Harrington,PF,WAS,2013,2013,1,1399507,1399507,1399507,1399507
Jannero Pargo,PG,CHA,2013,2013,1,1399507,1399507,1399507,1399507
Marcus Camby,C,HOU,2013,2013,1,1399507,1399507,1399507,1399507
Derek Fisher,PG,OKC,2013,2013,1,1399507,1399507,1399507,1399507
Kenyon Martin,PF,NYK,2013,2013,1,1399507,1399507,1399507,1399507
Earl Watson,PG,POR,2013,2013,1,1399507,1399507,1399507,1399507
Nazr Mohammed,C,CHI,2013,2013,1,1399507,1399507,1399507,1399507
Ronnie Brewer,SF,CHI,2013,2013,2,1380078,690039,1380078,1380078
Luke Babbitt,SF,NOP,2013,2014,2,1369079,684540,1369079,1369079
Louis Amundson,PF,CHI,2013,2013,2,1359140,679570,1359140,1359140
Melvin Ely,C,NOP,2013,2013,2,1346597,673299,1346597,1346597
Jamaal Tinsley,PG,UTA,2013,2013,1,1339507,1339507,,
Josh Powell,PF,HOU,2013,2014,2,1324244,662122,1324244,1324244
Ognjen Kuzmic,C,GSW,2013,2014,2,1306662,653331,1306662,1306662
Kenny Kadji,PF,CLE,2013,2014,2,1306662,653331,,
Adonis Thomas,SF,ATL,2013,2014,2,1306662,653331,,
Richard Howell,PF,POR,2013,2014,2,1306662,653331,,
Chris Smith,SG,NYK,2013,2014,2,1306662,653331,,
Dionte Christmas,SG,PHX,2013,2013,2,1306662,653331,1306662,1306662
Dee Bost,PG,POR,2013,2014,2,1306662,653331,866482,866482
Trent Lockett,SG,SAC,2013,2014,2,1306662,653331,,
Seth Curry,SG,GSW,2013,2014,2,1306662,653331,1306662,1306662
Arinze Onuaku,PF,NOP,2013,2013,2,1306662,653331,,
Matthew Dellavedova,PG,CLE,2013,2014,2,1306662,653331,1306662,1306662
Elias Harris,SF,LAL,2013,2014,2,1306662,653331,,
Ian Clark,SG,UTA,2013,2014,2,1306662,653331,1306662,1306662
C.J. Leslie,SF,NYK,2013,2014,2,1306662,653331,,
Peyton Siva,PG,DET,2013,2013,2,1306662,653331,816482,816482
Erik Murphy,PF,CHI,2013,2014,2,1306662,653331,1306662,1306662
Jeff Withey,C,NOP,2013,2014,2,1306662,653331,1306662,1306662
Glen Rice Jr.,SF,WAS,2013,2014,2,1306662,653331,890180,890180
Nick Calathes,SG,MEM,2013,2014,2,1306662,653331,1306662,2453938
Brian Cook,PF,UTA,2013,2013,1,1272279,1272279,,
Damien Wilkins,SG,ATL,2013,2013,1,1272279,1272279,,
Royal Ivey,PG,ATL,2013,2013,1,1272279,1272279,,
Beno Udrih,PG,NYK,2013,2013,1,1272279,1272279,1272279,1272279
Shaun Livingston,PG,BKN,2013,2013,1,1272279,1272279,1272279,1272279
D.J. Augustin,PG,TOR,2013,2013,1,1267000,1267000,1267000,1267000
Marko Jaric,PG,BKN,2013,2013,1,1265977,1265977,,
Melvin Ely,C,MEM,2013,2013,1,1265977,1265977,,
Devin Harris,PG,DAL,2013,2013,1,1265977,1265977,1265977,1265977
Josh Powell,PF,NYK,2013,2013,1,1186459,1186459,1186459,1186459
Josh Childress,SF,WAS,2013,2013,1,1186459,1186459,,
Solomon Jones,PF,ORL,2013,2013,1,1186459,1186459,,
Ike Diogu,PF,NYK,2013,2013,1,1186459,1186459,,
Louis Amundson,PF,LAC,2013,2013,1,1186459,1186459,,
Ryan Gomes,SF,OKC,2013,2013,1,1186459,1186459,,
Ryan Hollins,C,LAC,2013,2013,1,1186459,1186459,1186459,1186459
Dominic McGuire,SF,UTA,2013,2013,1,1106942,1106942,1106942,1106942
Stephen Graham,PG,MIL,2013,2013,1,1106942,1106942,,
Dwayne Jones,C,UTA,2013,2013,1,1106942,1106942,,
Renaldo Balkman,PF,DAL,2013,2013,1,1106942,1106942,,
Shawne Williams,SF,LAL,2013,2013,1,1106942,1106942,100000,100000
Jordan Farmar,PG,LAL,2013,2013,1,1106942,1106942,1106942,1106942
Louis Amundson,PF,NOP,2013,2013,1,1081771,1081771,1081771,1081771
Josh Childress,SF,NOP,2013,2013,1,1081771,1081771,,
Stephen Jackson,SF,LAC,2013,2013,1,1053746,1053746,,
Cartier Martin,PF,ATL,2013,2013,1,1027424,1027424,1027424,1027424
D.J. White,PF,CHI,2013,2013,1,1027424,1027424,,
Rodney Carney,PF,NOP,2013,2013,1,1027424,1027424,,
Hilton Armstrong,C,IND,2013,2013,1,1027424,1027424,,
Michael Beasley,SF,MIA,2013,2013,1,1027424,1027424,1027424,1027424
Anthony Tolliver,PF,CHA,2013,2013,1,1027424,1027424,1027424,1027424
Greg Oden,C,MIA,2013,2013,1,1027424,1027424,1027424,1027424
Caron Butler,SF,OKC,2013,2013,1,1000000,1000000,1000000,1000000
Andrew Bynum,C,IND,2013,2013,1,1000000,1000000,1000000,1000000
Greg Smith,C,CHI,2013,2014,2,963768,481884,963768,1911044
Chris Douglas-Roberts,SG,NYK,2013,2013,1,947907,947907,947907,947907
A.J. Price,PG,MIN,2013,2013,1,947907,947907,947907,947907
Sam Young,SF,SAS,2013,2013,1,947907,947907,762863,762863
Pops Mensah-Bonsu,SF,WAS,2013,2013,1,947907,947907,,
Patrick O'Bryant,C,CHA,2013,2013,1,947907,947907,,
DeJaun Blair,C,DAL,2013,2013,1,947907,947907,947907,947907
Aaron Brooks,PG,HOU,2013,2013,1,947907,947907,947907,947907
Chris Wright,SF,MIL,2013,2014,2,924524,462262,924524,924524
Lester Hudson,PG,UTA,2013,2013,1,916099,916099,,
Elliot Williams,SG,CLE,2013,2013,1,916099,916099,916099,916099
Mike Harris,PF,UTA,2013,2013,1,916099,916099,,
Joe Alexander,SF,GSW,2013,2013,1,916099,916099,,
Lazar Hayward,PF,NOP,2013,2013,1,916099,916099,,
Cole Aldrich,C,NYK,2013,2013,1,916099,916099,916099,916099
Darnell Jackson,PF,IND,2013,2013,1,916099,916099,,
Devin Ebanks,SF,DAL,2013,2013,1,916099,916099,,
Damion James,SG,DEN,2013,2013,1,916099,916099,,
Xavier Henry,SG,LAL,2013,2013,1,916099,916099,916099,916099
Wesley Johnson,SF,LAL,2013,2013,1,916099,916099,916099,916099
Garrett Temple,SG,WAS,2013,2013,1,916099,916099,916099,916099
Justin Hamilton,C,MIA,2013,2014,2,914518,457259,914518,914518
Hamady N'Diaye,C,SAC,2013,2013,1,884293,884293,,
Gary Forbes,SF,BKN,2013,2013,1,884293,884293,,
Jermaine Taylor,SG,CLE,2013,2013,1,884293,884293,,
Derrick Byars,SF,MEM,2013,2013,1,884293,884293,,
Manny Harris,SG,ORL,2013,2013,1,884293,884293,,
Othyus Jeffers,PG,MIN,2013,2013,1,884293,884293,884293,884293
Dexter Pittman,C,CHI,2013,2013,1,884293,884293,,
Jorge Gutierrez,PG,BKN,2013,2014,2,874150,437075,874150,874150
Marcus Landry,PF,LAL,2013,2013,1,788873,788873,,
Bernard James,C,DAL,2013,2013,1,788872,788872,788872,788872
Marcus Cousin,C,SAS,2013,2013,1,788872,788872,,
Eric Dawson,PF,ATL,2013,2013,1,788872,788872,,
Justin Holiday,SG,UTA,2013,2013,1,788872,788872,,
Tony Gaffney,SF,MEM,2013,2013,1,788872,788872,,
Mickell Gladness,PF,ORL,2013,2013,1,788872,788872,,
Kris Joseph,SF,ORL,2013,2013,1,788872,788872,,
Diante Garrett,PG,OKC,2013,2013,1,788872,788872,788872,788872
Xavier Silas,SG,WAS,2013,2013,1,788872,788872,,
Darius Johnson-Odom,SG,LAL,2013,2013,1,788872,788872,,
Christapher Johnson,SF,BKN,2013,2013,1,788872,788872,788872,788872
Scott Machado,PG,UTA,2013,2013,1,788872,788872,,
Chris Wright,PG,TOR,2013,2013,1,788872,788872,,
DeQuan Jones,SF,SAC,2013,2013,1,788872,788872,,
D.J. Kennedy,SG,DAL,2013,2013,1,788872,788872,,
D.J. Augustin,PG,CHI,2013,2013,1,755459,755459,755459,755459
Hedo Turkoglu,SF,LAC,2013,2013,1,749148,749148,749148,749148
Hilton Armstrong,C,GSW,2013,2013,1,735751,735751,,
Chris Douglas-Roberts,SG,CHA,2013,2013,1,708142,708142,708142,708142
James Johnson,PF,MEM,2013,2013,1,680263,680263,680263,680263
Troy Daniels,SG,HOU,2013,2013,1,490180,490180,490180,490180
Reginald Becton,PF,DEN,2013,2013,1,490180,490180,,
David Lighty,PF,ATL,2013,2013,1,490180,490180,,
Cameron Jones,SG,GSW,2013,2013,1,490180,490180,,
Larry Drew II,PG,MIA,2013,2013,1,490180,490180,,
Olek Czyz,SF,MIL,2013,2013,1,490180,490180,,
Courtney Fells,SG,SAS,2013,2013,1,490180,490180,,
Kyle Fogg,SG,DEN,2013,2013,1,490180,490180,,
Brandon Heath,SG,SAC,2013,2013,1,490180,490180,,
Myck Kabongo,PG,SAS,2013,2013,1,490180,490180,,
Trey McKinney-Jones,SG,MIL,2013,2013,1,490180,490180,,
Dan Nwaelele,SG,SAS,2013,2013,1,490180,490180,,
Charlie Westbrook,SG,MIA,2013,2013,1,490180,490180,,
Justin Brownlee,SF,NYK,2013,2013,1,490180,490180,,
